ID,Nome,Ano,Duracao,Metascore,Generos,Qtd votos,IMDB,Qtd atores,Estrela de cinema,Companhia(s) produtora(s),Distribuicao,idioma original,colecao de filmes,oscars indicados,oscars ganhos,Qtd filmes anteriores ator princ.
31,Meninas Malvadas,2004,97,66.0,comedia,356987,70,66,T,outros,Paramount,en,F,0,0,4.0
32,Shrek 2,2004,93,75.0,animacao,437822,72,25,T,DreamWorks,outros,en,T,2,0,14.0
33,"Eu, Robô",2004,105,59.0,acao,516446,71,34,T,20th Century Fox,outros,en,F,1,0,14.0
34,Os Incríveis,2004,105,90.0,animacao,683212,80,51,T,Pixar,Walt Disney,en,T,4,2,28.0
35,Os Bad Boys II,2003,147,38.0,acao,240535,66,89,T,Columbia,Sony,en,T,0,0,11.0
36,Procurando Nemo,2003,100,90.0,animacao,986977,81,23,F,Pixar,Walt Disney,en,T,4,1,18.0
37,O Último Mestre do Ar,2003,103,20.0,acao,158658,40,32,F,Nickelodeon,Paramount,en,T,0,0,0.0
38,Réquiem para um Sonho,2000,102,68.0,drama,798178,83,72,F,outros,outros,,F,1,0,29.0
39,X-Men: O Filme,2000,104,64.0,acao,589466,74,62,T,20th Century Fox,20th Century Fox,en,T,0,0,26.0
40,Náufrago,2000,143,73.0,aventura,554375,78,65,T,outros,DreamWorks,en,F,2,0,28.0
41,Psicopata Americano,2000,101,64.0,comedia,528918,76,39,F,outros,Lions Gate,en,F,0,0,14.0
42,Corpo Fechado,2000,106,62.0,drama,402049,73,40,T,Touchstone,Buena Vista,en,F,0,0,37.0
43,Entrando numa Fria,2000,108,73.0,comedia,321435,70,31,T,outros,DreamWorks,en,T,1,0,26.0
44,Ghost World: Aprendendo a Viver,2001,111,88.0,comedia,117899,73,59,T,outros,outros,,F,1,0,60.0
45,O Candelabro Italiano,1962,169,,drama,1207,64,13,F,outros,outros,,F,0,0,16.0
46,A Flor do Pântano,1957,89,,comedia,2336,70,11,T,outros,Universal,,F,1,0,17.0
47,Uma Mente Brilhante,2001,135,72.0,biografia,884071,82,55,F,Imagine,DreamWorks,en,F,8,4,21.0
48,Monstros S.A.,2001,92,79.0,animacao,853761,81,52,F,Walt Disney,Walt Disney,en,T,4,1,21.0
49,Melodia Imortal,1956,123,,biografia,1832,69,18,F,Columbia,Columbia,en,F,4,0,44.0
50,Shrek,2001,90,84.0,animacao,640468,79,23,T,DreamWorks,DreamWorks,en,T,2,1,9.0
51,A Viagem de Chihiro,2001,125,96.0,animacao,697576,86,68,F,Studio Ghibli,Studio Ghibli,jp,F,1,1,4.0
52,Meu Amigo Totoro,1988,86,86.0,animacao,312553,82,53,F,Studio Ghibli,Studio Ghibli,jp,F,0,0,24.0
53,Dia de Treinamento,2001,122,69.0,crime,411012,77,38,T,outros,outros,en,F,0,0,37.0
54,Falcão Negro em Perigo,2001,144,74.0,drama,378356,77,47,F,outros,Columbia,en,F,2,1,13.0
55,Lilo & Stitch,2002,85,73.0,animacao,177972,73,49,F,Walt Disney,Buena Vista,en,T,1,0,5.0
56,O Quarto do Pânico,2002,112,65.0,crime,269795,68,15,F,outros,outros,en,T,5,1,35.0
57,O Carteiro e o Poeta,2002,108,81.0,biografia,35190,77,14,T,outros,outros,it,F,0,0,13.0
58,E sua Mãe Também,2001,106,88.0,drama,119584,76,20,F,outros,outros,,F,1,0,5.0
59,O Senhor dos Anéis: A Sociedade do Anel,2001,207,92.0,acao,1737327,88,45,T,outros,outros,en,T,13,4,19.0
60,Donnie Darko,2001,113,88.0,drama,765843,80,41,F,outros,outros,en,F,0,0,5.0
61,O Fabuloso Destino de Amélie Poulain,2001,122,69.0,comedia,726919,83,69,F,outros,outros,,F,5,0,2.0
62,Piratas do Caribe: A Maldição do Pérola Negra,2003,143,63.0,acao,1047804,80,64,T,Walt Disney,Buena Vista,en,T,5,0,27.0
63,Hellboy,2004,122,72.0,acao,316166,68,45,T,,,en,T,0,0,21.0
64,"Van Helsing, o Caçador de Monstros",2004,131,35.0,acao,255033,61,23,T,,,en,F,0,0,8.0
65,Batman Begins,2005,140,70.0,acao,1365037,82,95,F,Warner Bros.,Warner Bros.,en,T,1,0,22.0
66,V de Vingança,2005,132,62.0,acao,1069297,81,67,T,Virtual Studios,Warner Bros.,en,F,0,0,33.0
67,Madagascar,2005,86,57.0,animacao,381732,69,21,T,DreamWorks,DreamWorks,en,T,0,0,29.0
68,Quarteto Fantástico,2005,106,40.0,acao,319490,57,50,T,20th Century Fox,20th Century Fox,en,T,0,0,12.0
69,Happy Feet,2006,108,77.0,animacao,177264,64,97,T,outros,Warner Bros.,en,T,1,1,32.0
70,300,2006,117,52.0,acao,758985,76,75,T,Virtual Studios,Warner Bros.,en,F,0,0,20.0
71,Superman: O Retorno,2006,154,72.0,acao,276592,60,78,F,Warner Bros.,Warner Bros.,en,T,1,0,2.0
72,A Era do Gelo 2,2006,91,60.0,animacao,266094,68,71,F,20th Century Fox,20th Century Fox,en,T,0,0,5.0
73,Ratatouille,2007,111,96.0,animacao,672091,80,22,F,"Walt Disney, Pixar",Walt Disney,en,F,5,1,13.0
74,Transformers,2007,144,61.0,acao,614335,70,83,T,outros,outros,en,T,3,0,11.0
75,Sangue Negro,2007,158,93.0,drama,547271,82,50,F,outros,outros,en,F,8,2,14.0
76,"Sweeney Todd, o Barbeiro Demoníaco da Rua Fleet",2007,116,83.0,drama,354737,73,52,T,Hasbro,Paramount,en,F,2,1,36.0
77,Motoqueiro Fantasma,2007,110,35.0,acao,230294,53,44,T,outros,outros,en,T,0,0,50.0
78,Atividade Paranormal,2007,86,68.0,horror,228931,63,5,F,outros,Paramount,en,T,0,0,3.0
79,A Lenda do Tesouro Perdido: Livro dos Segredos,2007,124,48.0,acao,226823,65,62,T,Walt Disney,Walt Disney,en,T,0,0,53.0
80,P.S. Eu te Amo,2007,126,39.0,comedia,204841,70,39,F,outros,Warner Bros.,en,F,0,0,14.0
81,Encantada,2007,107,75.0,animacao,188241,70,218,T,Walt Disney,Walt Disney,en,F,3,0,18.0
82,Kung Fu Panda,2008,92,74.0,animacao,439894,76,26,T,DreamWorks,Paramount,en,T,1,0,40.0
83,Indiana Jones e o Reino da Caveira de Cristal,2008,122,65.0,acao,439029,61,37,F,outros,Paramount,en,T,0,0,41.0
84,Madagascar 2: A Grande Escapada,2008,89,61.0,animacao,215142,66,40,T,DreamWorks,Paramount,en,T,0,0,51.0
85,As Crônicas de Nárnia: Príncipe Caspian,2008,150,62.0,acao,201882,65,44,F,outros,Walt Disney,en,T,0,0,2.0
86,WALL·E,2008,98,95.0,animacao,1046196,84,24,F,Walt Disney,Walt Disney,en,F,6,1,13.0
87,Homem de Ferro,2008,126,79.0,acao,987501,79,61,T,Marvel,Paramount,en,T,2,0,61.0
88,Hancock,2008,92,49.0,acao,460882,64,54,T,Columbia,Sony,en,F,0,0,23.0
89,Crepúsculo,2008,122,56.0,drama,444116,52,32,T,outros,outros,en,T,0,0,19.0
90,Up: Altas Aventuras,2009,96,88.0,acao,979140,82,31,F,Pixar,Walt Disney,en,F,5,2,42.0
91,Harry Potter e o Enigma do Príncipe,2009,153,78.0,acao,501686,76,54,T,Heyday,Warner Bros.,en,T,1,0,8.0
92,Transformers: A Vingança dos Derrotados,2009,149,35.0,acao,394991,60,75,T,Hasbro,Paramount,en,T,1,0,15.0
93,2012,2009,158,49.0,acao,364657,58,106,F,outros,Columbia,en,F,0,0,50.0
94,Sob o Sol da Toscana,2003,113,52.0,comedia,50092,68,48,F,Touchstone,Buena Vista,,F,0,0,22.0
95,Abençoai as Feras e as Crianças,1971,109,,comedia,1383,67,18,F,outros,Columbia,,F,1,0,0.0
96,Guardiões da Galáxia Vol. 2,2017,136,67.0,acao,614196,76,47,T,Marvel,Walt Disney,en,T,1,0,26.0
97,Mulher-Maravilha,2017,141,76.0,acao,613597,74,75,T,DC,Warner Bros.,en,T,0,0,9.0
98,Dunkirk,2017,106,94.0,acao,599321,78,76,F,outros,Warner Bros.,en,F,8,3,1.0
99,Jumanji: Bem-Vindo à Selva,2017,119,58.0,acao,346641,69,47,T,Columbia,Sony,en,T,0,0,34.0
100,A Bela e a Fera,2017,129,65.0,aventura,289492,71,30,T,Walt Disney,Walt Disney,en,F,2,0,17.0
101,Kong: A Ilha da Caveira,2017,118,62.0,acao,299758,66,129,T,Legendary,Warner Bros.,en,T,1,0,11.0
102,Kingsman: O Círculo Dourado,2017,141,44.0,acao,293866,67,36,F,outros,20th Century Fox,en,T,0,0,7.0
103,Alien: Covenant,2017,122,65.0,horror,266624,64,53,F,20th Century Fox,20th Century Fox,en,T,0,0,30.0
104,Piratas do Caribe: A Vingança de Salazar,2017,129,39.0,acao,282177,65,16,T,Walt Disney,Walt Disney,en,T,0,0,60.0
105,Amor Além da Vida,1998,113,44.0,drama,105969,70,66,T,outros,Universal,,F,2,1,36.0
106,Transformers: O Último Cavaleiro,2017,154,27.0,acao,142931,52,17,F,Hasbro,Paramount,en,T,0,0,42.0
107,Lego Batman: O Filme,2017,104,75.0,animacao,138656,73,87,F,Warner Bros.,Warner Bros.,en,T,0,0,34.0
108,Logan,2017,137,77.0,acao,692103,81,48,T,Marvel,20th Century Fox,en,T,1,0,30.0
109,Star Wars: Os Últimos Jedi,2017,152,84.0,acao,591014,69,88,F,outros,Walt Disney,en,T,5,0,10.0
110,Thor: Ragnarok,2017,130,74.0,acao,651382,79,69,T,Marvel,Walt Disney,en,T,0,0,20.0
111,Homem-Aranha: De Volta ao Lar,2017,133,73.0,acao,558921,74,38,T,Marvel,Sony,en,T,0,0,76.0
112,Lua de Cristal,1990,90,,comedia,910,45,39,F,outros,Columbia,,F,0,0,0.0
113,Curtindo a Vida Adoidado,1986,103,61.0,comedia,336964,78,19,F,outros,outros,en,T,0,0,4.0
114,Matilda,1996,98,72.0,comedia,139244,69,44,T,outros,outros,en,F,0,0,38.0
115,Um Príncipe em Nova York,1988,117,47.0,comedia,199480,71,60,T,outros,Paramount,en,F,2,0,7.0
116,Resgate Abaixo de Zero,2006,120,64.0,aventura,63191,73,39,F,Walt Disney,Buena Vista,en,F,0,0,18.0
117,O Máskara,1994,101,56.0,acao,364173,69,46,T,outros,New Line,en,T,1,0,11.0
118,O Homem de Aço,2013,143,55.0,acao,732324,70,83,T,DC,Warner Bros.,en,T,0,0,11.0
119,Jogos Vorazes: Em Chamas,2013,146,76.0,acao,634831,75,50,T,Lions Gate,outros,en,T,0,0,16.0
120,Além da Escuridão: Star Trek,2013,132,72.0,acao,472945,77,94,T,outros,Paramount,en,T,2,0,14.0
121,Meu Malvado Favorito 2,2013,98,62.0,animacao,382040,73,37,F,Illumination,Universal,en,T,2,0,28.0
122,Thor: O Mundo Sombrio,2013,112,54.0,acao,631048,68,40,T,Marvel,Walt Disney,en,T,0,0,11.0
123,Wolverine: Imortal,2013,126,61.0,acao,444941,67,49,T,20th Century Fox,20th Century Fox,en,T,0,0,25.0
124,X-Men: Dias de um Futuro Esquecido,2014,132,75.0,acao,681364,79,79,T,20th Century Fox,20th Century Fox,en,T,1,0,34.0
125,O Jogo da Imitação,2014,114,71.0,biografia,720477,80,27,T,outros,outros,en,F,8,1,17.0
126,Kingsman: Serviço Secreto,2014,129,60.0,acao,619087,77,49,T,outros,20th Century Fox,en,T,0,0,3.0
127,Lucy,2014,89,61.0,acao,468690,64,56,T,outros,outros,en,F,0,0,32.0
128,Divergente,2014,139,48.0,acao,440487,66,47,F,outros,outros,en,T,0,0,4.0
129,Malévola,2014,97,56.0,acao,358347,70,36,T,Walt Disney,Walt Disney,en,T,1,0,4.0
130,Uma Aventura Lego,2014,100,83.0,animacao,335991,77,35,T,Warner Bros.,Warner Bros.,en,T,1,0,19.0
131,Transformers: A Era da Extinção,2014,165,32.0,acao,305323,56,69,F,Hasbro,Paramount,en,T,0,0,34.0
132,Como Treinar o Seu Dragão 2,2014,102,76.0,animacao,317913,78,17,T,DreamWorks,20th Century Fox,en,T,1,0,22.0
133,RoboCop,2014,117,52.0,acao,221782,61,75,T,outros,Columbia,en,F,0,0,43.0
134,Transcendence: A Revolução,2014,119,42.0,acao,222795,62,42,T,outros,Warner Bros.,en,F,0,0,50.0
135,Jogos Vorazes,2012,142,68.0,acao,875018,72,46,T,outros,Lions Gate,en,T,0,0,13.0
136,O Hobbit: Uma Jornada Inesperada,2012,169,58.0,aventura,782727,78,43,F,New Line,Warner Bros.,en,T,0,0,13.0
137,007 - Operação Skyfall,2012,143,81.0,acao,660968,78,68,T,outros,Columbia,en,T,3,0,27.0
138,Ted,2012,106,62.0,comedia,587814,69,50,F,outros,Universal,en,T,5,2,30.0
139,Life of Pi,2012,127,79.0,aventura,601747,79,41,F,20th Century Fox,20th Century Fox,en,F,1,0,0.0
140,O Espetacular Homem-Aranha,2012,136,66.0,aventura,583891,69,46,F,Marvel,Columbia,en,T,11,4,8.0
141,Detona Ralph,2012,101,72.0,animacao,397529,77,68,F,outros,outros,en,T,1,0,53.0
142,Valente,2012,93,69.0,animacao,389445,71,204,T,Walt Disney,Walt Disney,en,F,1,1,26.0
143,Os Miseráveis,2012,158,63.0,drama,318618,76,37,T,outros,Universal,,F,8,3,23.0
144,Branca de Neve e o Caçador,2012,127,57.0,acao,281158,61,127,T,outros,Universal,en,T,2,0,26.0
145,A Escolha Perfeita,2012,112,66.0,comedia,290501,71,75,T,outros,Universal,en,T,0,0,13.0
146,O Ditador,2012,83,58.0,comedia,290515,64,135,F,outros,Paramount,en,F,0,0,10.0
147,Battleship: A Batalha dos Mares,2012,131,41.0,acao,241915,58,49,F,outros,Universal,en,T,0,0,5.0
148,Projeto X: Uma Festa Fora de Controle,2012,88,48.0,comedia,197378,66,7,F,outros,Warner Bros.,en,F,0,0,0.0
149,Gravidade,2013,91,96.0,aventura,793481,77,100,F,Heyday,Warner Bros.,en,F,10,7,40.0
150,Homem de Ferro 3,2013,130,62.0,acao,794230,71,55,T,Marvel,Paramount,en,T,1,0,72.0
151,Alice no País das Maravilhas,2010,108,53.0,aventura,397147,64,49,T,Walt Disney,Walt Disney,en,T,3,2,12.0
152,A Mentira,2010,92,72.0,comedia,373560,70,27,T,outros,Screen Gems,en,T,0,0,7.0
153,Tron: Uma Odisseia Eletrônica,1982,96,58.0,acao,117092,68,32,F,Walt Disney,Walt Disney,en,F,2,0,12.0
154,Shrek para Sempre,2010,93,58.0,animacao,193922,63,130,T,DreamWorks,Paramount,en,T,0,0,18.0
155,Percy Jackson e o Ladrão de Raios,2010,119,47.0,aventura,182776,59,56,F,20th Century Fox,20th Century Fox,en,T,0,0,10.0
156,Toy Story 3,2010,103,92.0,animacao,788808,82,13,T,Walt Disney,Walt Disney,en,T,5,2,41.0
157,Como Treinar o Seu Dragão,2010,98,75.0,animacao,696162,81,33,T,Paramount,Paramount,en,T,2,0,11.0
158,Rango,2011,107,75.0,animacao,249618,72,94,T,Nickelodeon,Paramount,en,F,1,1,41.0
159,Harry Potter e as Relíquias da Morte - Parte 2,2011,130,85.0,aventura,806262,81,95,T,Heyday,Warner Bros.,en,T,3,0,10.0
160,Capitão América: O Primeiro Vingador,2011,124,66.0,acao,785850,69,47,T,Marvel,Paramount,en,T,0,0,23.0
161,Missão: Impossível - Protocolo Fantasma,2011,132,73.0,acao,471075,74,52,T,outros,Paramount,en,T,0,0,41.0
162,Sherlock Holmes: O Jogo de Sombras,2011,129,48.0,acao,435242,75,106,T,outros,Warner Bros.,en,F,0,0,66.0
163,Transformers: O Lado Oculto da Lua,2011,154,42.0,acao,394934,62,35,T,Hasbro,Paramount,en,T,3,0,17.0
164,Eu Sou o Número Quatro,2011,111,36.0,acao,232530,61,55,T,DreamWorks,outros,en,F,0,0,2.0
165,The Avengers - Os Vingadores,2012,143,69.0,acao,1312187,80,54,T,Marvel,Walt Disney,en,T,1,0,70.0
166,Cisne Negro,2010,108,79.0,drama,726422,80,48,T,outros,20th Century Fox,en,F,5,1,29.0
167,Velozes & Furiosos 4,2009,107,46.0,acao,275810,66,20,T,outros,Universal,en,T,0,0,21.0
168,Coraline e o Mundo Secreto,2009,100,80.0,animacao,209921,77,69,T,outros,outros,en,F,1,0,15.0
169,17 Outra Vez,2009,102,48.0,comedia,190145,64,24,T,outros,New Line,en,F,0,0,4.0
170,A Proposta,2009,108,48.0,comedia,308279,67,60,T,Touchstone,Walt Disney,en,F,0,0,24.0
171,Animais Fantásticos e Onde Habitam,2016,132,66.0,aventura,430087,73,113,F,Heyday,Warner Bros.,en,T,2,1,14.0
172,X-Men: Apocalipse,2016,144,52.0,acao,411102,69,40,T,Marvel,20th Century Fox,en,T,0,0,24.0
173,Mogli - O Menino Lobo,2016,106,77.0,aventura,267849,74,11,T,Walt Disney,Walt Disney,en,F,0,0,2.0
174,Moana: Um Mar de Aventuras,2016,107,81.0,animacao,298911,76,66,T,Walt Disney,Walt Disney,en,F,2,0,0.0
175,Procurando Dory,2016,97,77.0,animacao,255794,73,55,F,Pixar,Walt Disney,en,T,0,0,5.0
176,Star Trek: Sem Fronteiras,2016,122,68.0,acao,237409,70,33,T,outros,Paramount,en,T,1,0,22.0
177,Invocação do Mal 2,2016,134,65.0,horror,250155,73,55,F,New Line,Warner Bros.,en,T,0,0,33.0
178,Caça-Fantasmas,2016,117,60.0,acao,213694,65,14,F,outros,Columbia,en,F,0,0,18.0
179,O Homem nas Trevas,2016,88,71.0,crime,253150,71,31,F,outros,Screen Gems,en,F,0,0,58.0
180,Pets: A Vida Secreta dos Bichos,2016,87,61.0,animacao,191836,65,20,F,Illumination,Universal,en,T,0,0,28.0
181,A Garota no Trem,2016,112,48.0,crime,179135,65,44,F,DreamWorks,Universal,en,F,0,0,25.0
182,Terremoto: A Falha de San Andreas,2015,114,43.0,acao,224965,61,68,T,New Line,Universal,en,F,0,0,29.0
183,Vingadores: Era de Ultron,2015,141,66.0,acao,795093,73,125,T,Marvel,Walt Disney,en,T,0,0,75.0
184,Batman vs Superman: A Origem da Justiça,2016,152,44.0,acao,666340,64,103,T,DC,Warner Bros.,en,T,0,0,43.0
185,Capitão América: Guerra Civil,2016,147,75.0,acao,712798,78,61,T,Marvel,Walt Disney,en,T,0,0,32.0
186,O Esquadrão Suicida,2016,132,72.0,acao,228330,73,28,T,DC,Warner Bros.,en,T,0,0,10.0
187,Doutor Estranho,2016,115,72.0,acao,648705,75,40,T,Marvel,Walt Disney,en,T,0,0,22.0
188,Rogue One: Uma História Star Wars,2016,133,65.0,acao,582703,78,74,F,outros,Walt Disney,en,T,2,0,4.0
189,La La Land: Cantando Estações,2016,128,94.0,comedia,540399,80,149,T,outros,outros,en,F,14,6,24.0
190,Zootopia,2016,108,78.0,animacao,460716,80,50,F,Walt Disney,Walt Disney,en,F,1,1,0.0
191,A Lenda de Tarzan,2016,110,44.0,acao,170343,62,57,F,outros,Warner Bros.,en,F,0,0,11.0
192,As Tartarugas Ninja,2014,101,31.0,acao,205453,58,28,T,Nickelodeon,Paramount,en,T,0,0,13.0
193,Os Mortos Não Mentem,1998,98,,thriller,885,62,27,F,Walt Disney,Walt Disney,en,F,0,0,25.0
194,Guardiões da Galáxia,2014,121,76.0,acao,1098513,80,70,T,Marvel,Walt Disney,en,T,2,0,22.0
195,Maze Runner: Correr ou Morrer,2014,113,57.0,acao,439036,68,37,F,outros,20th Century Fox,en,T,0,0,7.0
196,Jurassic World: O Mundo dos Dinossauros,2015,124,59.0,acao,603123,70,38,F,outros,Universal,en,T,0,0,23.0
197,Divertida Mente,2015,95,94.0,animacao,656992,81,57,F,Walt Disney,Walt Disney,en,F,2,1,37.0
198,Homem-Formiga,2015,117,64.0,acao,610661,73,65,F,Marvel,Walt Disney,en,T,0,0,51.0
199,007 Contra Spectre,2015,148,60.0,acao,409716,68,76,F,outros,Columbia,en,T,1,1,31.0
200,Missão: Impossível - Nação Secreta,2015,131,75.0,acao,355619,74,82,T,outros,Paramount,en,T,0,0,46.0
201,O Agente da U.N.C.L.E.,2015,116,56.0,acao,291453,73,31,T,outros,Warner Bros.,en,F,0,0,12.0
202,Chappie,2015,120,41.0,acao,240347,68,40,T,Columbia,Sony,en,F,0,0,11.0
203,Maze Runner: Prova de Fogo,2015,131,43.0,acao,235139,63,34,F,outros,20th Century Fox,en,T,0,0,5.0
204,A Série Divergente: Insurgente,2015,119,42.0,acao,227032,62,47,F,outros,outros,en,T,0,0,5.0
205,Minions,2015,91,56.0,animacao,222356,64,51,T,Illumination,Universal,en,T,0,0,46.0
206,Sem Reservas,2007,104,50.0,comedia,73120,63,45,F,outros,Warner Bros.,en,F,0,0,17.0
207,12 Homens e uma Sentença,1957,96,96.0,crime,733045,90,12,F,outros,outros,en,F,3,0,44.0
208,A Felicidade Não se Compra,1946,130,89.0,drama,423688,86,35,T,outros,outros,en,F,5,0,29.0
209,Psicose,1960,109,97.0,horror,633593,85,13,F,outros,Paramount,en,T,4,0,4.0
210,"M, o Vampiro de Dusseldorf ",1931,117,,crime,151191,83,18,F,outros,outros,en,F,0,0,0.0
211,Touro Indomável,1980,129,89.0,biografia,336874,82,86,T,outros,outros,en,F,8,2,19.0
212,O Homem Elefante,1980,124,78.0,biografia,231321,81,63,T,outros,Paramount,en,F,8,0,13.0
213,Sin City: A Cidade do Pecado,2005,124,74.0,crime,751010,80,58,F,outros,Walt Disney,en,F,0,0,43.0
214,Pacto Sinistro,1951,101,88.0,crime,129745,80,12,F,outros,outros,en,F,1,0,5.0
215,...E o Vento Levou,1939,238,97.0,drama,302320,81,43,F,outros,outros,en,F,15,10,43.0
216,O Mágico de Oz,1939,102,92.0,aventura,380392,80,12,F,outros,outros,en,F,5,2,
217,Um Corpo que Cai,1958,128,100.0,misterio,383775,83,9,F,outros,outros,en,F,2,0,57.0
218,O Poderoso Chefão II,1974,202,90.0,crime,1188509,90,69,T,outros,Paramount,en,T,11,6,
219,Forrest Gump: O Contador de Histórias,1994,142,82.0,drama,1914752,88,116,T,outros,Paramount,en,F,13,6,20.0
220,A Noviça Rebelde,1965,172,63.0,biografia,216685,80,20,F,outros,Paramount,en,F,10,5,
221,"Star Wars, Episódio I: A Ameaça Fantasma",1977,136,51.0,acao,758370,65,59,T,20th Century Fox,20th Century Fox,en,T,3,0,5.0
222,E.T.: O Extraterrestre,1982,115,91.0,familia,388530,78,28,F,outros,20th Century Fox,en,F,9,4,
223,O Silêncio dos Inocentes,1991,118,85.0,crime,1338081,86,54,F,Universal,Universal,en,F,7,5,25.0
224,Cantando na Chuva,1952,103,99.0,comedia,229474,82,8,T,outros,outros,en,F,2,0,
225,Gladiador,2000,155,67.0,acao,1405185,85,36,F,outros,outros,en,F,12,5,19.0
226,Titanic,1997,194,75.0,drama,1098415,78,88,T,outros,DreamWorks,en,F,14,11,9.0
227,Laranja Mecânica,1971,136,77.0,crime,788558,83,43,F,Paramount,Paramount,en,F,4,0,
228,Tubarão,1975,124,87.0,aventura,567100,80,17,F,outros,Warner Bros.,en,T,4,3,
229,Coração Valente,1995,178,68.0,biografia,991523,83,58,T,outros,Universal,en,F,5,5,23.0
230,À Espera de um Milagre,1999,189,61.0,crime,1209143,86,37,T,Paramount,Paramount,en,F,4,0,27.0
231,Gênio Indomável,1997,126,70.0,drama,904694,83,42,T,outros,Warner Bros.,en,F,7,2,34.0
232,O Morro dos Ventos Uivantes,1939,129,70.0,drama,9905,60,13,F,outros,outros,en,F,0,0,
233,Planeta dos Macacos: O Confronto,2014,130,79.0,acao,424072,76,30,F,outros,20th Century Fox,en,T,1,0,
234,O Lobo de Wall Street,2013,180,75.0,biografia,1274027,82,135,T,outros,Universal,en,F,5,0,28.0
235,Sem Escalas,2014,106,56.0,acao,257646,69,31,F,outros,Universal,en,F,0,0,74.0
236,A Saga Crepúsculo: Eclipse,2010,124,58.0,acao,236733,50,45,T,outros,Summit,en,T,0,0,22.0
237,Caçador de Recompensas (I),2010,100,22.0,acao,124714,56,36,T,outros,Columbia,en,F,0,0,25.0
238,A Verdade Nua e Crua,2009,96,28.0,comedia,211305,64,45,F,outros,Columbia,en,T,0,0,19.0
239,Anjos da Noite,2003,98,,drama,114,70,30,T,outros,Screen Gems,pt-br,T,0,0,30.0
